-2.14433167e-01,-1.69431310e-01,-2.76035143e-02
4.78418268e-01,-2.10075561e-02,-2.94261971e-01
-1.53168424e+00,-7.93825962e-01,3.16161705e-01
-6.11869901e-03,-2.40840990e-01,-3.69098108e-01
-1.14194231e-02,2.27147570e+00,-3.52960793e-01
-1.99254342e-01,4.52987163e-02,-3.52314148e-01
-6.95272292e-02,9.72444356e-01,-1.91750892e-03
1.18967055e+00,-1.07604082e-02,-1.25085772e-02
-2.04361631e-02,4.85239316e-01,-5.25118870e-03
1.61331440e-01,-4.95929483e-01,7.84546770e-01
-6.96706172e-01,2.19988456e-01,-4.78489701e-01
2.54609103e-02,7.73333665e-03,2.70117804e-03
3.49364811e-01,-3.97953498e-01,1.41723843e+00
6.99709192e-01,1.47115379e+00,8.95864756e-02
-5.76763790e-01,7.93793611e-01,1.23901543e-01
-4.74696269e-02,5.31022087e-01,1.04136334e+00
2.05670996e-04,NaN,NaN
5.34238145e-01,9.04751497e-02,-7.66130995e-01
1.65626467e-01,-1.12829502e-01,-6.73455517e-01
-7.36960510e-01,1.21101079e+00,-5.51221728e-01
-4.34480779e-01,-3.14595059e-01,2.01927030e-01
1.87907804e-02,-7.25367338e-01,7.59696509e-01
9.13841097e-02,6.94388903e-01,-1.36597318e+00
6.69178504e-02,-7.00554277e-01,3.81787407e-03
-1.22904286e+00,4.55775268e-02,-3.06537737e-03
-2.99232253e-02,8.32568692e-01,-6.08665228e-01
-8.55319946e-01,3.62401353e-01,-9.25381125e-02
-1.53971805e-03,-2.39833983e-02,1.11145792e-01
6.96208571e-03,-1.32757126e-03,-2.05108740e-03
4.62644315e-02,-7.17217852e-02,-8.97550615e-01
-2.47851709e-01,1.34053044e+00,-4.63527728e-01
3.02073115e-02,1.89633131e-01,-3.45702749e-01
1.82732495e+00,6.70420036e-02,-1.15464396e+00
-6.08263224e-04,NaN,NaN
1.53961358e+00,5.67549780e-01,4.82831631e-01
9.59709426e-01,1.08803280e-01,6.88946342e-02
-9.73362273e-01,2.42443159e-01,-4.28633362e-02
2.27387864e-01,-1.52318301e-01,-2.66808257e-01
4.76307093e-03,7.93555490e-01,-7.64478175e-01
-3.61245746e-01,-3.86871105e-01,1.93539820e-01
-2.15295426e-02,2.85171261e-01,-1.65562579e-03
6.31443508e-01,-2.56852536e-02,8.04896586e-03
-6.16883527e-03,-6.44954216e-01,3.53590827e-01
7.28132236e-01,-2.39365874e-01,-5.53431243e-01
3.10289862e-01,-1.34654414e-01,4.43419084e-01
-2.11082728e-02,-7.02331480e-03,4.38126084e-04
-1.85605588e-01,1.87724081e-01,-1.22017293e+00
-4.05029401e-01,-2.24949015e-01,1.40575858e+00
-1.16138662e-02,-1.96095143e-02,-3.27343158e-01
2.85965348e-01,-5.12131560e-02,-1.09649485e+00
-5.01331499e-04,NaN,NaN
2.34431432e+00,3.89552195e-01,3.90912644e-02
-1.10388606e+00,-1.72087698e-02,6.65193711e-01
5.24627358e-01,1.14374439e+00,-3.79358422e-01
2.48786215e-01,-4.84418836e-01,5.01517970e-01
3.71675948e-02,4.11446552e-01,-1.19301851e-01
-3.02588337e-02,-3.47724118e-01,7.45024078e-02
2.90087660e-02,-2.00815631e-02,2.87183518e-03
-3.11380163e-01,-1.56190060e-02,7.12219046e-03
2.65391251e-03,-3.78589107e-01,1.51652865e-01
3.88977926e-01,1.40349093e-01,-2.03982189e-01
1.96381947e-01,-1.78984007e-01,3.26822549e-01
-8.31044116e-03,-2.98410235e-03,-5.12836501e-03
-1.63830274e-02,3.48392059e-02,-4.05835910e-02
-9.71642171e-02,1.04412330e+00,7.80001820e-01
1.62167769e-01,-4.70604673e-01,2.84257846e-01
2.64360531e+00,1.44375667e-01,-5.96558761e-01
-1.37692614e-03,NaN,NaN
