-3.29897180e-02,-2.60663554e-02,-4.24669450e-03
7.36028105e-02,-3.23193171e-03,-4.52710725e-02
-2.35643730e-01,-1.22127071e-01,4.86402623e-02
-9.41338309e-04,-3.70524600e-02,-5.67843243e-02
-1.75683433e-03,3.49457800e-01,-5.43016605e-02
-3.06545142e-02,6.96903327e-03,-5.42021766e-02
-1.06964968e-02,1.49606824e-01,-2.95001373e-04
1.83026239e-01,-1.65544741e-03,-1.92439649e-03
-3.14402510e-03,7.46522024e-02,-8.07875185e-04
2.48202216e-02,-7.62968436e-02,1.20699503e-01
-1.07185565e-01,3.38443778e-02,-7.36138001e-02
3.91706312e-03,1.18974410e-03,4.15565853e-04
5.37484325e-02,-6.12236150e-02,2.18036681e-01
1.07647568e-01,2.26331353e-01,1.37825347e-02
-8.87328908e-02,1.22122094e-01,1.90617759e-02
-7.30301952e-03,8.16957057e-02,1.60209745e-01
3.16416917e-05,NaN,NaN
8.21904838e-02,1.39192538e-02,-1.17866307e-01
2.54809950e-02,-1.73583850e-02,-1.03608541e-01
-1.13378540e-01,1.86309353e-01,-8.48033428e-02
-6.68431967e-02,-4.83992398e-02,3.10656969e-02
2.89088930e-03,-1.11594975e-01,1.16876386e-01
1.40590938e-02,1.06829062e-01,-2.10149720e-01
1.02950539e-02,-1.07777581e-01,5.87365241e-04
-1.89083517e-01,7.01192720e-03,-4.71596519e-04
-4.60357312e-03,1.28087491e-01,-9.36408043e-02
-1.31587684e-01,5.57540543e-02,-1.42366327e-02
-2.36879700e-04,-3.68975359e-03,1.70993526e-02
1.07109011e-03,-2.04241733e-04,-3.15551908e-04
7.11760484e-03,-1.10341208e-02,-1.38084710e-01
-3.81310321e-02,2.06235453e-01,-7.13119581e-02
4.64727869e-03,2.91743279e-02,-5.31850383e-02
2.81126916e-01,1.03141544e-02,-1.77637532e-01
-9.35789576e-05,NaN,NaN
2.36863628e-01,8.73153508e-02,7.42817894e-02
1.47647604e-01,1.67389661e-02,1.05991745e-02
-1.49748042e-01,3.72989476e-02,-6.59435941e-03
3.49827483e-02,-2.34335847e-02,-4.10474241e-02
7.32780143e-04,1.22085460e-01,-1.17612027e-01
-5.55762686e-02,-5.95186315e-02,2.97753569e-02
-3.31223733e-03,4.38725017e-02,-2.54711660e-04
9.71451551e-02,-3.95157747e-03,1.23830244e-03
-9.49051580e-04,-9.92237255e-02,5.43985888e-02
1.12020344e-01,-3.68255191e-02,-8.51432681e-02
4.77369018e-02,-2.07160637e-02,6.82183206e-02
-3.24742659e-03,-1.08050997e-03,6.74040130e-05
-2.85547059e-02,2.88806278e-02,-1.87718913e-01
-6.23122156e-02,-3.46075408e-02,2.16270551e-01
-1.78674865e-03,-3.01684835e-03,-5.03604859e-02
4.39946689e-02,-7.87894707e-03,-1.68691516e-01
-7.71279229e-05,NaN,NaN
3.60663742e-01,5.99311069e-02,6.01404067e-03
-1.69828624e-01,-2.64750305e-03,1.02337494e-01
8.07119012e-02,1.75960675e-01,-5.83628342e-02
3.82748023e-02,-7.45259747e-02,7.71566108e-02
5.71809150e-03,6.32994696e-02,-1.83541309e-02
-4.65520518e-03,-5.34960181e-02,1.14619089e-02
4.46288707e-03,-3.08947125e-03,4.41820797e-04
-4.79046404e-02,-2.40292400e-03,1.09572161e-03
4.08294232e-04,-5.82444780e-02,2.33312100e-02
5.98427579e-02,2.15921681e-02,-3.13818753e-02
3.02126072e-02,-2.75360011e-02,5.02803922e-02
-1.27852941e-03,-4.59092669e-04,-7.88979232e-04
-2.52046576e-03,5.35987783e-03,-6.24362938e-03
-1.49483411e-02,1.60634354e-01,1.20000280e-01
2.49488875e-02,-7.24007189e-02,4.37319763e-02
4.06708509e-01,2.22116411e-02,-9.17782709e-02
-2.11834791e-04,NaN,NaN
