1.90567716e-04,2.82339042e-04,-1.73822651e-02
-4.43161057e-03,-9.22493405e-03,7.57078000e-03
3.24439910e-02,-1.84064848e-03,-3.36917955e-02
-3.46149993e-02,-3.05976835e-03,-1.13787195e-03
-2.58052023e-03,-2.49821082e-03,-2.69135040e-02
-5.01796650e-02,-1.71667337e-01,-1.81074533e-01
-8.93221983e-02,-1.69624935e-02,6.96369308e-02
-1.18033157e-02,1.04900624e-02,-1.36676952e-01
6.83908445e-02,-5.95449563e-02,-2.10436340e-01
4.94568330e-02,-4.93666995e-02,-1.57478731e-02
-2.55349708e-01,-3.00110852e-02,2.87399278e-02
1.58731628e-02,-4.20313515e-02,-1.03688194e-01
3.58126912e-03,2.89958305e-01,-1.75461546e-02
-1.64001843e-02,-2.86823930e-02,4.71105753e-02
4.03666730e-02,-2.84493855e-02,-8.34743957e-03
-1.00698368e-01,-3.83721503e-02,-8.65749082e-03
-1.23937696e-02,NaN,NaN
-1.04890613e-02,-3.47532333e-02,-2.00295006e-02
-7.13402870e-03,-7.14236917e-02,8.54060577e-03
2.87544775e-02,-7.16926880e-04,-3.28649930e-02
-4.93326738e-02,-3.11285350e-02,-1.56155511e-03
-5.74890640e-03,9.23404005e-03,-3.33884173e-02
-5.85795287e-02,-1.30705507e-01,-1.29185729e-01
-9.69415250e-02,-2.19204742e-02,1.16541870e-01
-1.16912008e-02,1.75415049e-02,-4.48316987e-02
1.49666006e-02,-6.08081138e-02,-1.75563730e-01
4.50623595e-02,-7.49265077e-02,-8.13439860e-02
2.40111314e-01,-5.00426337e-03,2.91240845e-02
1.41897425e-02,-1.33178337e-02,3.57519812e-02
-1.33346228e-03,-1.25975432e-01,2.36392720e-02
6.59669285e-03,9.81572270e-02,-6.85663895e-03
2.60405068e-04,3.47241155e-02,2.98964732e-03
1.52505806e-02,7.59247632e-03,-1.57205481e-01
8.32198945e-03,NaN,NaN
-1.34557253e-02,-1.93380008e-03,-3.65334493e-02
-5.59682913e-02,-9.69685800e-02,1.50929543e-02
1.78757211e-03,-6.04505185e-03,7.13341498e-02
-1.70723349e-02,-1.56363053e-02,-1.33481255e-03
-3.41961510e-03,-9.85247548e-03,-5.29453915e-03
-1.81170681e-02,-4.32570045e-02,-5.63200563e-02
-5.02647877e-02,-5.26334800e-03,-1.00668557e-01
-7.25585385e-03,3.94618312e-03,-5.85423177e-02
6.30776630e-02,7.82963252e-04,-4.97161038e-02
3.03078443e-02,7.33982167e-02,5.52130165e-02
-2.25913785e-01,-1.72864704e-02,-8.80715320e-03
-2.44685856e-03,-3.00952303e-02,6.38383720e-02
-2.42953742e-03,-2.55495963e-01,-2.63644360e-02
-1.15663919e-02,-1.31554995e-02,3.29876295e-02
-4.26736195e-02,-2.77370728e-02,1.78011367e-03
3.47437197e-02,5.21625507e-03,2.69943220e-02
-1.57373131e-02,NaN,NaN
2.45158910e-03,-6.04929683e-02,-4.17333143e-02
-5.95779485e-02,3.88818630e-02,-7.33844295e-03
8.10261640e-03,6.19825850e-03,-7.31498422e-02
-8.40744842e-02,-5.76636707e-02,-2.49439734e-03
-4.28687373e-03,2.25678435e-02,-1.54264481e-02
-2.00733007e-02,-1.71309139e-02,-4.75171675e-02
1.41362980e-03,3.21521540e-03,3.69741185e-02
2.03723772e-03,7.20113865e-03,1.32627990e-01
-5.74370100e-02,3.65065993e-02,1.86551213e-01
-1.47970812e-02,3.00031947e-02,-8.85322225e-02
9.77031515e-02,3.81834503e-02,1.80960575e-02
1.64094207e-03,4.17670002e-02,-7.05971383e-03
-9.01779058e-04,-4.11638105e-02,4.45388257e-02
1.83027622e-02,5.39865950e-02,-3.53624415e-02
9.08251095e-03,-4.79327603e-03,-8.93601390e-04
-9.33421367e-03,-1.25715393e-02,4.71659935e-02
1.15368212e-02,NaN,NaN
